Iterations;Runtime;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
25;0;
