Iterations;Runtime;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
17;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
16;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
14;0;
