Iterations;Runtime;
33;7;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
36;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
33;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
45;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
32;0;
