C3;TotalEdgeLength;EdgeMean;EdgeRatio;EdgeStdDev;
0,9099994;44,938684463501;2,365194;3,671445;0,7914531;
0,9199994;45,0853720903397;2,372914;3,68618;0,7964486;
0,9199994;45,0874027013779;2,373021;3,687763;0,796437;
0,9199994;45,0874073505402;2,373021;3,687741;0,7964321;
0,9199994;45,0874673128128;2,373024;3,687814;0,796437;
0,9199994;45,0874831676483;2,373025;3,687752;0,7964218;
0,9299994;45,235181927681;2,380799;3,703748;0,8013556;
0,9299994;45,235230922699;2,380801;3,703747;0,8013474;
0,9299994;45,2344437837601;2,38076;3,702631;0,8012605;
0,9299994;45,2350862026215;2,380794;3,703349;0,8012901;
0,9299994;45,2346037626266;2,380769;3,703033;0,8013077;
0,9399994;45,3821188211441;2,388533;3,719617;0,8062387;
0,9399994;45,3777981996536;2,388305;3,718457;0,806712;
0,9399994;45,3821495771408;2,388534;3,719614;0,8062329;
0,9399994;45,381514787674;2,388501;3,718751;0,8061692;
0,9399994;45,3747472763062;2,388145;3,722289;0,8080131;
0,9499994;45,5210548639297;2,395845;3,738209;0,812866;
0,9499994;45,5281122922897;2,396217;3,735317;0,8110948;
0,9499994;45,5280927419662;2,396215;3,735375;0,8111088;
0,9499994;45,5278722047806;2,396204;3,73472;0,8110111;
0,9499994;45,5209051370621;2,395837;3,738152;0,8128847;
0,9599994;45,6729255914688;2,403838;3,750185;0,8158332;
0,9599994;45,6725155115128;2,403816;3,750012;0,8158686;
0,9599994;45,670198559761;2,403694;3,749087;0,8160865;
0,9599994;45,673059463501;2,403845;3,750436;0,8158725;
0,9599994;45,6723487377167;2,403808;3,749683;0,8158396;
0,9699994;45,8178089857101;2,411463;3,76651;0,8207041;
0,9699994;45,8161237239838;2,411375;3,764653;0,8206411;
0,9699994;45,8161237239838;2,411375;3,764653;0,8206411;
0,9699994;45,8161516189575;2,411376;3,765189;0,8207164;
0,9699994;45,8170498609543;2,411423;3,765518;0,8206334;
0,9799994;45,9607973098755;2,418989;3,781082;0,8253986;
0,9799994;45,9565156698227;2,418764;3,784838;0,826778;
0,9799994;45,9565156698227;2,418764;3,784838;0,826778;
0,9799994;45,960576415062;2,418978;3,780655;0,8253599;
0,9799994;45,9611933231354;2,41901;3,781359;0,8254046;
0,9899994;46,1032370328903;2,426486;3,796069;0,8301255;
0,9899994;46,1041553020477;2,426534;3,797276;0,8302121;
0,9899994;46,0973308086395;2,426176;3,799821;0,8319183;
0,9899994;46,1038346290588;2,426518;3,796717;0,8301558;
0,9899994;46,1031792163849;2,426483;3,796131;0,8301478;
0,9999993;46,2460994720459;2,434005;3,812295;0,8348849;
0,9999993;46,2456676959991;2,433982;3,811555;0,8348079;
0,9999993;46,2462986707687;2,434016;3,812452;0,8348837;
0,9999993;46,2461202144623;2,434006;3,81247;0,8349181;
0,9999993;46,2455395460129;2,433976;3,813506;0,8352846;
44;
25;0,0009327987;
0,9699994;36,2471158504486;2,265445;2,266754;0,0009279873;
0,9699994;36,2471139431;2,265445;2,266747;0,0009305816;
0,9699994;36,2471158504486;2,265445;2,266779;0,0009449146;
0,9699994;36,2471222877502;2,265445;2,266756;0,0009436219;
0,9699994;36,247118473053;2,265445;2,266766;0,0009505127;
0,9799994;36,3627421855927;2,272671;2,273983;0,0009473344;
0,9799994;39,0603042840958;2,441269;3,966748;0,6239127;
0,9799994;36,3627440929413;2,272672;2,27396;0,0009335207;
0,9799994;36,362738609314;2,272671;2,273971;0,000935202;
0,9799994;38,9090932607651;2,431818;3,981867;0,6179445;
0,9899994;36,4777278900146;2,279858;2,281195;0,0009554691;
0,9899994;36,4777224063873;2,279858;2,281179;0,0009426115;
0,9899994;36,4777255058289;2,279858;2,281182;0,0009489507;
0,9899994;36,4777228832245;2,279858;2,281163;0,0009467531;
0,9899994;36,4777133464813;2,279857;2,281177;0,0009408043;
0,9999993;36,5920708179474;2,287004;2,28832;0,0009463325;
0,9999993;39,144527554512;2,446533;4,167963;0,6277474;
0,9999993;36,5920679569244;2,287004;2,288262;0,0009306308;
0,9999993;39,3540279865265;2,459627;4,002955;0,6321785;
0,9999993;36,5920634269714;2,287004;2,288352;0,0009536344;
999993;15,7757039070129;1,971963;1,97295;0,0006980369;
0,9999993;15,7757039070129;1,971963;1,97295;0,0006980369;
0,9999993;15,7757039070129;1,971963;1,97295;0,0006980369;
0,9999993;16,7885812520981;2,098573;3,264585;0,6862276;
58;1,971963;1,972719;0,000707444;
83;1,463763;0,0008798242;
1198;
