Iterations;Runtime;
23;1;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
23;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
21;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
19;0;
