C3;TotalEdgeLength;EdgeMean;EdgeRatio;EdgeStdDev;
0,22;76,8704643249512;4,045814;7,067945;1,834739;
0,22;76,8856273889542;4,046612;7,038477;1,824984;
0,23;75,6648764610291;3,982362;6,913329;1,787479;
0,23;75,6650123596191;3,982369;6,912952;1,787357;
0,23;75,6651405096054;3,982376;6,908142;1,785506;
0,23;75,6650111675262;3,982369;6,907339;1,785244;
0,23;75,6638166904449;3,982306;6,90881;1,785752;
0,24;74,5174802541733;3,921973;6,786167;1,748261;
0,24;74,5178823471069;3,921994;6,788023;1,749867;
0,24;74,5034023523331;3,921232;6,813884;1,757179;
0,24;74,5188752412796;3,922046;6,78671;1,748609;
0,24;74,5178400278091;3,921991;6,789614;1,749709;
0,25;73,4374958276749;3,865132;6,67521;1,714726;
0,25;73,4216072559357;3,864295;6,679008;1,720472;
0,25;73,4366569519043;3,865087;6,672581;1,713545;
0,25;73,4378291368485;3,865149;6,671571;1,713848;
0,25;73,4370151758194;3,865107;6,67647;1,715122;
0,26;72,4159605503082;3,811366;6,565096;1,680758;
0,26;72,4172860383987;3,811436;6,568365;1,682115;
0,26;72,4174935817719;3,811447;6,564582;1,681663;
0,26;72,4174336194992;3,811444;6,563245;1,680725;
0,26;72,416151881218;3,811376;6,564615;1,68084;
0,27;71,4510157108307;3,76058;6,462764;1,649843;
0,27;71,4519058465958;3,760627;6,464451;1,65021;
0,27;71,4510247707367;3,76058;6,462534;1,649717;
0,27;71,4520205259323;3,760633;6,465625;1,650712;
0,27;71,4508848190308;3,760572;6,462741;1,649768;
0,28;70,5369201898575;3,71247;6,369474;1,621375;
0,28;70,5362598896027;3,712435;6,365941;1,620068;
0,28;70,5362476110458;3,712434;6,365605;1,620125;
0,28;70,5360940694809;3,712426;6,365778;1,620213;
0,28;70,5245034694672;3,711816;6,388091;1,627308;
0,29;69,6676881313324;3,66672;6,273606;1,592092;
0,29;69,6561069488525;3,666111;6,295439;1,598931;
0,29;69,6669774055481;3,666683;6,274032;1,592226;
0,29;69,667916059494;3,666732;6,27349;1,592407;
0,29;69,667088508606;3,666689;6,273779;1,592343;
0,3;68,8297890424728;3,62262;6,207218;1,572027;
0,3;68,8399039506912;3,623153;6,191118;1,566936;
0,3;68,8409920930862;3,62321;6,185528;1,565194;
0,3;68,8435392379761;3,623344;6,188719;1,566023;
0,3;68,8300721645355;3,622635;6,204967;1,570859;
0,31;68,0533891916275;3,581757;6,106565;1,541088;
0,31;68,0533374547958;3,581754;6,102447;1,540204;
0,31;68,0414261817932;3,581127;6,121736;1,546151;
0,31;68,0518226623535;3,581675;6,103499;1,540193;
0,31;68,05102622509;3,581633;6,104556;1,54032;
0,32;67,3003996610641;3,542126;6,022873;1,515577;
0,32;67,299748301506;3,542092;6,023938;1,515882;
0,32;67,2937912940979;3,541778;6,021185;1,51701;
0,32;67,2995715141296;3,542083;6,023923;1,515907;
0,32;67,2998956441879;3,5421;6,023798;1,515727;
0,33;66,58145403862;3,504287;5,947741;1,492711;
0,33;66,5806722640991;3,504246;5,947888;1,49268;
0,33;66,5815311670303;3,504291;5,946816;1,492409;
0,33;66,571403503418;3,503758;5,9663;1,498418;
0,33;66,5801750421524;3,50422;5,948228;1,492792;
0,3399999;65,8924131393433;3,468022;5,874615;1,470307;
0,3399999;65,891629576683;3,467981;5,875651;1,470625;
0,3399999;65,8931913375854;3,468063;5,878578;1,471404;
0,3399999;65,8890537023544;3,467845;5,878492;1,472536;
0,3399999;65,8932583332062;3,468066;5,874395;1,470452;
0,3499999;65,2236264944077;3,432823;5,822853;1,454561;
0,3499999;65,2236512899399;3,432824;5,822812;1,454546;
0,3499999;65,2330992221832;3,433321;5,809113;1,450134;
0,3499999;65,2226920127869;3,432773;5,820655;1,454289;
0,3499999;65,2329903841019;3,433315;5,809196;1,450217;
0,3599999;64,5987067222595;3,399932;5,7392;1,428806;
0,3599999;64,6003932952881;3,400021;5,741584;1,429404;
0,3599999;64,5984857082367;3,39992;5,739363;1,428849;
0,3599999;64,5903520584106;3,399492;5,755266;1,433883;
0,3599999;64,6000370979309;3,400002;5,739936;1,429391;
0,3699999;63,990088224411;3,367899;5,675213;1,409234;
0,3699999;63,9910564422607;3,36795;5,675569;1,409698;
0,3699999;63,9913412332535;3,367965;5,67566;1,409313;
0,3699999;63,9904857873917;3,367921;5,674696;1,409126;
0,3699999;63,9897941350937;3,367884;5,675316;1,409392;
0,3799999;63,4045501947403;3,337082;5,614177;1,390551;
0,3799999;63,405148267746;3,337113;5,613189;1,390307;
0,3799999;63,4052790403366;3,33712;5,612838;1,390278;
0,3799999;63,4048399925232;3,337097;5,613498;1,390382;
0,3799999;63,3974207639694;3,336706;5,628782;1,395169;
0,3899999;62,8337771892548;3,307041;5,568554;1,376628;
0,3899999;62,8342518806458;3,307066;5,569105;1,376893;
0,3899999;62,8338629007339;3,307045;5,568749;1,376718;
0,3899999;62,8341743946075;3,307062;5,569054;1,376868;
0,3899999;62,8418364524841;3,307465;5,553518;1,372126;
0,3999999;62,2980542182922;3,278845;5,497362;1,354942;
0,3999999;62,2914690971375;3,278498;5,511467;1,359255;
0,3999999;62,2996364831924;3,278928;5,500089;1,355528;
0,3999999;62,2999851703644;3,278947;5,49981;1,355533;
0,3999999;62,2984775304794;3,278867;5,496922;1,354749;
0,4099999;61,7745656967163;3,251293;5,442088;1,337934;
0,4099999;61,7678468227386;3,250939;5,455891;1,342249;
0,4099999;61,7742323875427;3,251276;5,440731;1,33833;
0,4099999;61,7757860422134;3,251357;5,443233;1,338505;
0,4099999;61,7678112983704;3,250937;5,455932;1,342232;
0,4199999;61,2682991027832;3,224647;5,389287;1,321857;
0,4199999;61,2698849439621;3,224731;5,38905;1,321887;
0,4199999;61,2625374794006;3,224344;5,402534;1,325848;
0,4199999;61,2634320259094;3,224391;5,384902;1,323075;
0,4199999;61,2622512578964;3,224329;5,401788;1,325736;
0,4299999;60,7739003896713;3,198626;5,35071;1,309994;
0,4299999;60,7804744243622;3,198972;5,337222;1,305909;
0,4299999;60,7806694507599;3,198983;5,336931;1,305856;
0,4299999;60,7804574966431;3,198971;5,3374;1,305885;
0,4299999;60,780104637146;3,198953;5,3377;1,306024;
0,4399998;60,3002327680588;3,173696;5,297122;1,294162;
0,4399998;60,3073307275772;3,17407;5,287899;1,290903;
0,4399998;60,3014360666275;3,173759;5,300704;1,294606;
0,4399998;60,3022776842117;3,173804;5,29447;1,292768;
0,4399998;60,3015934228897;3,173768;5,300728;1,294662;
0,4499998;59,8459508419037;3,149787;5,252305;1,279687;
0,4499998;59,8526437282562;3,15014;5,242224;1,276393;
0,4499998;59,8511871099472;3,150063;5,240181;1,27597;
0,4499998;59,8501621484756;3,150009;5,24;1,276079;
0,4499998;59,8517181873322;3,15009;5,241258;1,276487;
0,4599998;59,401753783226;3,126408;5,205485;1,265455;
0,4599998;59,4025521278381;3,12645;5,20563;1,265379;
0,4599998;59,4085319042206;3,126765;5,196565;1,262452;
0,4599998;59,409282207489;3,126804;5,195226;1,2622;
0,4599998;59,4013440608978;3,126387;5,205413;1,265417;
0,4699998;58,9788066148758;3,104147;5,148201;1,24786;
0,4699998;58,9794634580612;3,104182;5,150211;1,248204;
0,4699998;58,9785914421082;3,104136;5,148063;1,247864;
0,4699998;58,9768546819687;3,104045;5,155487;1,249834;
0,4699998;58,9798775911331;3,104204;5,151311;1,248475;
0,4799998;58,5634155273438;3,082285;5,107733;1,235132;
0,4799998;58,5629148483276;3,082259;5,105596;1,234675;
0,4799998;58,5623281002045;3,082227;5,104834;1,234589;
0,4799998;58,5624428987503;3,082234;5,104545;1,234474;
0,4799998;58,5637745857239;3,082304;5,107611;1,23503;
0,4899998;58,1529121398926;3,060679;5,073572;1,22495;
0,4899998;58,1528255939484;3,060675;5,073415;1,224941;
0,4899998;58,1586134433746;3,06098;5,062736;1,221568;
0,4899998;58,1583273410797;3,060965;5,062827;1,221619;
0,4899998;58,1584178209305;3,06097;5,063598;1,222536;
0,4999998;57,7662161588669;3,040327;5,021527;1,208929;
0,4999998;57,7664386034012;3,040339;5,021032;1,208833;
0,4999998;57,760733127594;3,040038;5,031921;1,212191;
0,4999998;57,7679414749146;3,040418;5,02415;1,209334;
0,4999998;57,7678910493851;3,040416;5,024153;1,209327;
0,5099998;57,3872512578964;3,020382;4,983702;1,19692;
0,5099998;57,3875521421433;3,020398;4,984067;1,196906;
0,5099998;57,3799211978912;3,019996;4,992095;1,199908;
0,5099998;57,3860154151917;3,020317;4,984044;1,197136;
0,5099998;57,3853912353516;3,020284;4,981209;1,196587;
0,5199998;57,0143458843231;3,000755;4,943574;1,184861;
0,5199998;57,0097156763077;3,000511;4,95292;1,18787;
0,5199998;57,0152909755707;3,000805;4,941687;1,184753;
0,5199998;57,0149353742599;3,000786;4,943134;1,184799;
0,5199998;57,0097188949585;3,000512;4,952917;1,187868;
0,5299998;56,6534436941147;2,98176;4,903761;1,173234;
0,5299998;56,6549762487412;2,981841;4,908347;1,174191;
0,5299998;56,6548175811768;2,981832;4,90483;1,173049;
0,5299998;56,6564272642136;2,981917;4,907666;1,17344;
0,5299998;56,6542427539825;2,981802;4,905218;1,173227;
0,5399998;56,3012082576752;2,963222;4,873098;1,163152;
0,5399998;56,3037997484207;2,963358;4,868492;1,161916;
0,5399998;56,2989650964737;2,963104;4,878041;1,164833;
0,5399998;56,3037785291672;2,963357;4,868516;1,161925;
0,5399998;56,3047126531601;2,963406;4,872193;1,162671;
0,5499998;55,962454199791;2,945392;4,832768;1,150923;
0,5499998;55,9631066322327;2,945426;4,831916;1,150747;
0,5499998;55,9623553752899;2,945387;4,832814;1,150945;
0,5499998;55,9577975273132;2,945148;4,84169;1,153718;
0,5499998;55,9650235176086;2,945528;4,835122;1,151055;
0,5599998;55,630166888237;2,927903;4,797915;1,140171;
0,5599998;55,6320911645889;2,928005;4,800345;1,140412;
0,5599998;55,6320790052414;2,928005;4,799346;1,140233;
0,5599998;55,6271088123322;2,927743;4,7969;1,140765;
0,5599998;55,6290775537491;2,927846;4,799316;1,140617;
0,5699998;55,3065890073776;2,910873;4,764048;1,129637;
0,5699998;55,3071303367615;2,910902;4,767544;1,130417;
0,5699998;55,307247877121;2,910908;4,764066;1,129714;
0,5699998;55,3073750734329;2,910915;4,76426;1,129795;
0,5699998;55,3016330003738;2,910612;4,772887;1,132467;
0,5799997;54,9913460016251;2,894281;4,731218;1,119505;
0,5799997;54,9906060695648;2,894243;4,730818;1,119479;
0,5799997;54,9896709918976;2,894193;4,731324;1,119702;
0,5799997;54,9912229776382;2,894275;4,735019;1,120354;
0,5799997;54,9858037233353;2,89399;4,73965;1,12223;
0,5899997;54,6826404333115;2,878034;4,698233;1,109436;
0,5899997;54,6839504241943;2,878103;4,701083;1,109852;
0,5899997;54,6832519769669;2,878066;4,698903;1,10957;
0,5899997;54,6845709085464;2,878135;4,701206;1,1097;
0,5899997;54,6825294494629;2,878028;4,698278;1,109471;
0,5999997;54,3823783397675;2,862231;4,667661;1,099913;
0,5999997;54,3814244270325;2,86218;4,667228;1,099907;
0,5999997;54,3839316368103;2,862312;4,669507;1,100002;
0,5999997;54,3772253990173;2,861959;4,675468;1,102462;
0,5999997;54,3830126523972;2,862263;4,667937;1,099835;
0,6099997;54,089604973793;2,846821;4,637297;1,090409;
0,6099997;54,0894246101379;2,846812;4,63793;1,090508;
0,6099997;54,0889199972153;2,846785;4,636293;1,090294;
0,6099997;54,0887563228607;2,846776;4,636531;1,09031;
0,6099997;54,0885697603226;2,846767;4,636064;1,090257;
0,6199997;53,799835562706;2,83157;4,606874;1,081447;
0,6199997;53,7975045442581;2,831448;4,611347;1,082776;
0,6199997;53,8038622140884;2,831782;4,609048;1,081259;
0,6199997;53,8019511699677;2,831682;4,606664;1,08109;
0,6199997;53,7963620424271;2,831387;4,612823;1,083461;
0,6299997;53,5235859155655;2,817031;4,579478;1,072231;
0,6299997;53,5233908891678;2,81702;4,578506;1,072043;
0,6299997;53,5218844413757;2,816941;4,577314;1,072053;
0,6299997;53,5163120031357;2,816648;4,582772;1,074399;
0,6299997;53,5218307971954;2,816938;4,576866;1,071986;
0,6399997;53,2436337471008;2,802296;4,556042;1,065626;
0,6399997;53,2478030920029;2,802516;4,548497;1,063243;
0,6399997;53,2480435371399;2,802528;4,547225;1,063284;
0,6399997;53,249070763588;2,802583;4,549177;1,063183;
0,6399997;53,2490971088409;2,802584;4,549053;1,063133;
0,6499997;52,9806755781174;2,788457;4,520208;1,054482;
0,6499997;52,9818516969681;2,788518;4,521417;1,054543;
0,6499997;52,9810045957565;2,788474;4,520592;1,054585;
0,6499997;52,9809112548828;2,788469;4,520664;1,054508;
0,6499997;52,9807358980179;2,78846;4,519546;1,054566;
0,6599997;52,7204359769821;2,77476;4,494273;1,046044;
0,6599997;52,7173044681549;2,774595;4,49163;1,046209;
0,6599997;52,7183480262756;2,77465;4,493003;1,046116;
0,6599997;52,7197573184967;2,774724;4,493585;1,046076;
0,6599997;52,7204369306564;2,77476;4,495461;1,04647;
0,6699997;52,4629706144333;2,761209;4,46599;1,037737;
0,6699997;52,4639881849289;2,761262;4,466931;1,03773;
0,6699997;52,4625808000565;2,761188;4,466284;1,037817;
0,6699997;52,4631744623184;2,76122;4,465959;1,037701;
0,6699997;52,4625121355057;2,761185;4,465632;1,037757;
0,6799996;52,2129024267197;2,748048;4,439961;1,029611;
0,6799996;52,2125782966614;2,74803;4,439778;1,029614;
0,6799996;52,2125283479691;2,748028;4,439991;1,029641;
0,6799996;52,2079786062241;2,747788;4,446898;1,031941;
0,6799996;52,2080417871475;2,747792;4,447016;1,031954;
0,6899996;51,9674552679062;2,735129;4,414376;1,021685;
0,6899996;51,9671257734299;2,735112;4,414295;1,021711;
0,6899996;51,968505859375;2,735184;4,416689;1,022021;
0,6899996;51,9692682027817;2,735225;4,416546;1,021833;
0,6899996;51,9670021533966;2,735105;4,414377;1,021773;
0,6999996;51,727516412735;2,722501;4,389483;1,013922;
0,6999996;51,7243127822876;2,722332;4,39239;1,014982;
0,6999996;51,7268573045731;2,722466;4,389239;1,013996;
0,6999996;51,7283104658127;2,722543;4,390094;1,013927;
0,6999996;51,7288887500763;2,722573;4,391431;1,014091;
0,7099996;51,4934322834015;2,710181;4,366333;1,006524;
0,7099996;51,4875512123108;2,709871;4,371073;1,008498;
0,7099996;51,4919974803925;2,710105;4,364327;1,006266;
0,7099996;51,4930875301361;2,710162;4,365372;1,00627;
0,7099996;51,4925246238709;2,710133;4,364674;1,006237;
0,7199996;51,2613677978516;2,697967;4,340274;0,9988267;
0,7199996;51,2570693492889;2,69774;4,346809;1,000997;
0,7199996;51,2615841627121;2,697978;4,340146;0,9987661;
0,7199996;51,2624918222427;2,698026;4,341286;0,9988247;
0,7199996;51,2615396976471;2,697976;4,340115;0,9987721;
0,7299996;51,0317741632462;2,685883;4,319746;0,9927419;
0,7299996;51,0358870029449;2,686099;4,317021;0,991491;
0,7299996;51,035950422287;2,686103;4,316628;0,9914545;
0,7299996;51,035155415535;2,686061;4,316006;0,9914775;
0,7299996;51,0373549461365;2,686177;4,318907;0,9916278;
0,7399996;50,8138006925583;2,674411;4,296564;0,9852817;
0,7399996;50,8138327598572;2,674412;4,293526;0,9843683;
0,7399996;50,8158657550812;2,674519;4,295431;0,9844101;
0,7399996;50,8095738887787;2,674188;4,299594;0,9864182;
0,7399996;50,8155232667923;2,674501;4,295176;0,9844784;
0,7499996;50,5984718799591;2,663078;4,272321;0,9773088;
0,7499996;50,5981495380402;2,66306;4,271882;0,9773888;
0,7499996;50,5967192649841;2,662985;4,270759;0,9772996;
0,7499996;50,5955941677094;2,662926;4,270658;0,9776405;
0,7499996;50,5955941677094;2,662926;4,270658;0,9776405;
0,7599996;50,3852288722992;2,651854;4,25074;0,970623;
0,7599996;50,3842215538025;2,651801;4,248566;0,9703283;
0,7599996;50,3851253986359;2,651849;4,249958;0,9704356;
0,7599996;50,3796194791794;2,651559;4,254212;0,9723645;
0,7599996;50,3854095935822;2,651864;4,249403;0,9703366;
0,7699996;50,1751254796982;2,640796;4,22624;0,9634817;
0,7699996;50,174556016922;2,640766;4,226335;0,9635676;
0,7699996;50,1746735572815;2,640772;4,226416;0,9635884;
0,7699996;50,1764705181122;2,640867;4,227726;0,9635941;
0,7699996;50,1757860183716;2,640831;4,226848;0,9634795;
0,7799996;49,9716656208038;2,630088;4,206898;0,956955;
0,7799996;49,969443321228;2,629971;4,204864;0,9569382;
0,7799996;49,96988093853;2,629994;4,204888;0,9568661;
0,7799996;49,9700647592545;2,630003;4,204638;0,9567963;
0,7799996;49,965136051178;2,629744;4,209645;0,958811;
0,7899995;49,7703909873962;2,619494;4,185776;0,9503947;
0,7899995;49,7639936208725;2,619158;4,189208;0,9522987;
0,7899995;49,7686480283737;2,619403;4,183765;0,950305;
0,7899995;49,7695186138153;2,619449;4,184414;0,9503335;
0,7899995;49,7640509605408;2,619161;4,189193;0,952284;
0,7999995;49,5721819400787;2,609062;4,163972;0,94389;
0,7999995;49,5711188316345;2,609006;4,162748;0,943809;
0,7999995;49,5707347393036;2,608986;4,162994;0,943915;
0,7999995;49,5710579156876;2,609003;4,162605;0,9438348;
0,7999995;49,5727639198303;2,609093;4,164917;0,9439393;
0,8099995;49,3771300315857;2,598796;4,142731;0,9375311;
0,8099995;49,3717895746231;2,598516;4,147254;0,9394706;
0,8099995;49,3786067962646;2,598875;4,144469;0,9376174;
0,8099995;49,3749237060547;2,59868;4,14245;0,9378403;
0,8099995;49,3786001205444;2,598874;4,144265;0,9375923;
0,8199995;49,1860691308975;2,588741;4,122501;0,9313553;
0,8199995;49,1817195415497;2,588511;4,127784;0,933253;
0,8199995;49,1834470033646;2,588603;4,125363;0,9322001;
0,8199995;49,1863536834717;2,588755;4,122611;0,9313226;
0,8199995;49,1879312992096;2,588839;4,124383;0,9313978;
0,8299995;49,0003572702408;2,578966;4,104208;0,9252377;
0,8299995;48,9992909431458;2,57891;4,102983;0,9251828;
0,8299995;48,9984178543091;2,578864;4,10264;0,9252442;
0,8299995;49,0005589723587;2,578977;4,104575;0,9252888;
0,8299995;48,9976344108582;2,578822;4,102821;0,9254368;
0,8399995;48,8102602958679;2,568961;4,088456;0,9210848;
0,8399995;48,8156858682632;2,569247;4,083813;0,9192087;
0,8399995;48,8163613080978;2,569282;4,085054;0,9192985;
0,8399995;48,8154121637344;2,569232;4,083815;0,9191846;
0,8399995;48,8162671327591;2,569277;4,084692;0,9192028;
0,8499995;48,6296633481979;2,559456;4,069011;0,9150259;
0,8499995;48,6346882581711;2,55972;4,064552;0,913234;
0,8499995;48,6344085931778;2,559706;4,064547;0,913247;
0,8499995;48,6292521953583;2,559434;4,069293;0,915177;
0,8499995;48,6292853355408;2,559436;4,067389;0,9147115;
0,8599995;48,4515557289124;2,550081;4,050514;0,9092993;
0,8599995;48,4562896490097;2,550331;4,045437;0,9074221;
0,8599995;48,453374505043;2,550178;4,045607;0,9079707;
0,8599995;48,453374505043;2,550178;4,045607;0,9079707;
0,8599995;48,4570842981339;2,550373;4,04643;0,9074633;
0,8699995;48,2810788154602;2,541109;4,027114;0,9017811;
0,8699995;48,2772822380066;2,54091;4,032367;0,9035624;
0,8699995;48,2812618017197;2,541119;4,027239;0,9017696;
0,8699995;48,2804991006851;2,541079;4,02655;0,9017875;
0,8699995;48,2812546491623;2,541118;4,026861;0,9017123;
0,8799995;48,1107866764069;2,532147;4,010542;0,8961888;
0,8799995;48,10862159729;2,532032;4,008867;0,8961838;
0,8799995;48,1108868122101;2,532152;4,01069;0,8961768;
0,8799995;48,1094603538513;2,532077;4,008858;0,8960741;
0,8799995;48,1043118238449;2,531806;4,013574;0,8979649;
0,8899994;47,9415847063065;2,523242;3,992769;0,8906533;
0,8899994;47,9400207996368;2,523159;3,991095;0,8905697;
0,8899994;47,9400705099106;2,523162;3,990954;0,8905643;
0,8899994;47,9415102005005;2,523237;3,992775;0,8906668;
0,8899994;47,9401046037674;2,523164;3,991149;0,8905932;
0,8999994;47,774614572525;2,514453;3,974351;0,8851297;
0,8999994;47,7688612937927;2,514151;3,978039;0,8869281;
0,8999994;47,773378610611;2,514388;3,973197;0,8851315;
0,8999994;47,7689346075058;2,514154;3,978133;0,886939;
0,8999994;47,7750920057297;2,514479;3,975186;0,8852179;
0,9099994;47,6114572286606;2,505866;3,957807;0,8798091;
0,9099994;47,6048612594604;2,505519;3,960568;0,8815722;
0,9099994;47,6111416816711;2,50585;3,957739;0,8799168;
0,9099994;47,6100872755051;2,505794;3,956518;0,8797707;
0,9099994;47,604992389679;2,505526;3,960721;0,8815765;
0,9199994;47,4498755931854;2,497362;3,939952;0,8744537;
0,9199994;47,4486523866653;2,497297;3,939082;0,8744742;
0,9199994;47,443753361702;2,49704;3,943416;0,8762388;
0,9199994;47,4438648223877;2,497046;3,943517;0,8762495;
0,9199994;47,4500942230225;2,497373;3,940688;0,8745431;
0,9299994;47,2913612127304;2,489019;3,923431;0,8692577;
0,9299994;47,2914823293686;2,489025;3,923636;0,8692949;
0,9299994;47,2914153337479;2,489022;3,923752;0,8693309;
0,9299994;47,2851152420044;2,48869;3,926634;0,8710368;
0,9299994;47,2915858030319;2,489031;3,923838;0,8693031;
0,9399994;47,1352527141571;2,480803;3,907183;0,8641775;
0,9399994;47,1344201564789;2,480759;3,905962;0,8640733;
0,9399994;47,1331496238709;2,480693;3,906806;0,8644229;
0,9399994;47,1331496238709;2,480693;3,906806;0,8644229;
0,9399994;47,1287462711334;2,48046;3,909881;0,8658882;
0,9499994;46,9754046201706;2,47239;3,89378;0,8608137;
0,9499994;46,9813470840454;2,472703;3,890852;0,8591406;
0,9499994;46,9813846349716;2,472705;3,890887;0,8591416;
